,trips,total_docks,year,month,weekday,max_temperature_f,mean_temperature_f,min_temperature_f,max_dew_point_f,mean_dew_point_f,min_dew_point_f,max_humidity,mean_humidity,min_humidity,max_sea_level_pressure_inches,mean_sea_level_pressure_inches,min_sea_level_pressure_inches,max_visibility_miles,mean_visibility_miles,min_visibility_miles,max_wind_Speed_mph,mean_wind_speed_mph,max_gust_speed_mph,precipitation_inches,cloud_cover,wind_dir_degrees,Fog,Fog-Rain,Normal,Rain,Rain-Thunderstorm,weekend
603,2,75,2013,12,1,59.0,49.0,39.0,43.0,39.0,35.0,100.0,80.0,59.0,30.3,30.24,30.17,10.0,4.0,0.0,14.0,2.0,16.0,0.0,4.0,317.0,1,0,0,0,0,0
611,4,75,2014,1,2,59.0,48.0,36.0,42.0,36.0,32.0,85.0,63.0,40.0,30.23,30.19,30.14,10.0,8.0,6.0,8.0,1.0,12.0,0.0,0.0,348.0,0,0,1,0,0,0
616,6,75,2014,1,3,66.0,53.0,39.0,40.0,36.0,34.0,79.0,57.0,34.0,30.19,30.13,30.07,10.0,10.0,8.0,7.0,1.0,9.0,0.0,0.0,352.0,0,0,1,0,0,0
618,7,75,2014,1,4,62.0,52.0,42.0,40.0,37.0,34.0,71.0,55.0,39.0,30.09,30.03,29.98,10.0,10.0,8.0,8.0,1.0,8.0,0.0,0.0,359.0,0,0,1,0,0,0
623,13,75,2014,1,5,67.0,54.0,40.0,46.0,36.0,26.0,92.0,59.0,25.0,30.1,30.04,30.0,10.0,10.0,7.0,12.0,3.0,15.0,0.0,0.0,298.0,0,0,1,0,0,1
630,5,75,2014,1,6,66.0,51.0,36.0,35.0,30.0,25.0,65.0,46.0,26.0,30.23,30.17,30.1,10.0,10.0,10.0,7.0,1.0,12.0,0.0,0.0,343.0,0,0,1,0,0,1
632,6,75,2014,1,0,61.0,51.0,40.0,40.0,36.0,31.0,73.0,58.0,42.0,30.3,30.23,30.18,10.0,10.0,9.0,8.0,1.0,9.0,0.0,0.0,355.0,0,0,1,0,0,0
640,9,75,2014,1,1,62.0,53.0,43.0,43.0,41.0,36.0,80.0,62.0,43.0,30.23,30.19,30.15,10.0,9.0,6.0,9.0,2.0,9.0,0.0,2.0,334.0,0,0,1,0,0,0
645,2,75,2014,1,2,58.0,53.0,48.0,52.0,48.0,43.0,96.0,84.0,72.0,30.25,30.22,30.18,10.0,8.0,2.0,13.0,3.0,15.0,0.01,6.0,348.0,0,0,0,1,0,0
650,8,75,2014,1,3,61.0,54.0,46.0,52.0,45.0,40.0,93.0,72.0,51.0,30.28,30.25,30.21,10.0,9.0,2.0,15.0,4.0,21.0,0.01,4.0,258.0,0,0,0,1,0,0
654,5,75,2014,1,4,64.0,53.0,41.0,49.0,44.0,37.0,89.0,71.0,52.0,30.33,30.26,30.2,10.0,10.0,8.0,10.0,2.0,12.0,0.0,2.0,350.0,0,0,1,0,0,0
659,4,75,2014,1,6,60.0,51.0,42.0,45.0,41.0,36.0,93.0,68.0,42.0,30.4,30.34,30.28,10.0,10.0,9.0,13.0,3.0,17.0,0.0,2.0,293.0,0,0,1,0,0,1
668,9,75,2014,1,0,68.0,57.0,45.0,36.0,34.0,31.0,65.0,46.0,26.0,30.48,30.41,30.37,10.0,10.0,10.0,8.0,3.0,14.0,0.0,0.0,320.0,0,0,1,0,0,0
673,13,75,2014,1,1,74.0,59.0,44.0,35.0,28.0,19.0,65.0,40.0,14.0,30.47,30.39,30.33,10.0,10.0,10.0,16.0,5.0,24.0,0.0,0.0,322.0,0,0,1,0,0,0
674,10,75,2014,1,2,72.0,58.0,43.0,35.0,33.0,31.0,65.0,44.0,22.0,30.36,30.28,30.21,10.0,10.0,8.0,8.0,1.0,9.0,0.0,0.0,320.0,0,0,1,0,0,0
683,8,75,2014,1,3,73.0,57.0,41.0,37.0,32.0,28.0,62.0,42.0,22.0,30.25,30.19,30.13,10.0,10.0,10.0,10.0,1.0,12.0,0.0,0.0,332.0,0,0,1,0,0,0
688,9,75,2014,1,4,68.0,55.0,41.0,42.0,35.0,31.0,65.0,50.0,34.0,30.21,30.16,30.12,10.0,9.0,7.0,8.0,1.0,13.0,0.0,0.0,360.0,0,0,1,0,0,0
691,16,75,2014,1,5,71.0,55.0,39.0,38.0,33.0,29.0,70.0,46.0,22.0,30.19,30.13,30.07,10.0,10.0,8.0,10.0,1.0,23.0,0.0,0.0,327.0,0,0,1,0,0,1
696,7,75,2014,1,6,67.0,53.0,38.0,38.0,34.0,29.0,70.0,48.0,26.0,30.15,30.11,30.07,10.0,10.0,7.0,9.0,1.0,10.0,0.0,0.0,340.0,0,0,1,0,0,1
702,7,75,2014,1,0,71.0,55.0,39.0,38.0,33.0,29.0,76.0,48.0,20.0,30.25,30.18,30.14,10.0,10.0,8.0,8.0,1.0,9.0,0.0,0.0,352.0,0,0,1,0,0,0
704,12,75,2014,1,1,68.0,54.0,40.0,41.0,34.0,30.0,67.0,52.0,36.0,30.29,30.23,30.18,10.0,10.0,10.0,8.0,1.0,9.0,0.0,0.0,357.0,0,0,1,0,0,0
712,8,75,2014,1,2,74.0,57.0,40.0,47.0,34.0,19.0,86.0,50.0,13.0,30.17,30.06,29.95,10.0,10.0,9.0,12.0,1.0,13.0,0.0,0.0,346.0,0,0,1,0,0,0
718,6,75,2014,1,3,68.0,55.0,41.0,41.0,34.0,29.0,83.0,54.0,24.0,30.03,29.94,29.88,10.0,9.0,6.0,9.0,2.0,13.0,0.0,0.0,336.0,0,0,1,0,0,0
723,12,75,2014,1,4,66.0,54.0,42.0,42.0,38.0,34.0,76.0,56.0,36.0,30.29,30.18,30.04,10.0,7.0,2.0,6.0,1.0,16.0,0.0,0.0,350.0,0,0,1,0,0,0
726,3,75,2014,1,5,72.0,59.0,45.0,42.0,37.0,31.0,76.0,50.0,23.0,30.29,30.21,30.14,10.0,10.0,7.0,9.0,1.0,12.0,0.0,0.0,343.0,0,0,1,0,0,1
731,5,75,2014,1,6,70.0,58.0,46.0,48.0,40.0,32.0,89.0,58.0,26.0,30.15,30.11,30.04,10.0,10.0,9.0,8.0,2.0,16.0,0.0,0.0,333.0,0,0,1,0,0,1
732,5,75,2014,1,0,62.0,55.0,47.0,49.0,47.0,46.0,100.0,80.0,60.0,30.23,30.16,30.09,10.0,5.0,0.0,9.0,2.0,23.0,0.0,5.0,264.0,1,0,0,0,0,0
740,10,75,2014,1,1,66.0,57.0,48.0,57.0,52.0,46.0,90.0,77.0,63.0,30.28,30.23,30.21,10.0,10.0,6.0,13.0,3.0,15.0,0.0,4.0,347.0,0,0,0,1,0,0
746,2,75,2014,1,2,68.0,62.0,56.0,58.0,55.0,46.0,100.0,82.0,63.0,30.22,30.13,30.01,10.0,9.0,4.0,15.0,5.0,18.0,0.01,5.0,356.0,0,0,0,1,0,0
748,7,75,2014,1,3,62.0,58.0,53.0,50.0,46.0,39.0,83.0,65.0,46.0,29.99,29.93,29.88,10.0,10.0,7.0,17.0,5.0,21.0,0.04,5.0,299.0,0,0,0,1,0,0
756,5,75,2014,1,4,61.0,53.0,45.0,46.0,39.0,26.0,82.0,55.0,27.0,30.11,30.05,29.94,10.0,10.0,10.0,15.0,5.0,26.0,0.01,2.0,322.0,0,0,1,0,0,0
757,2,75,2014,2,5,60.0,49.0,38.0,39.0,35.0,27.0,79.0,54.0,28.0,30.19,30.14,30.1,10.0,10.0,10.0,12.0,3.0,16.0,0.0,0.0,333.0,0,0,1,0,0,1
768,6,75,2014,2,0,57.0,50.0,42.0,42.0,38.0,35.0,86.0,67.0,47.0,30.11,30.06,30.0,10.0,10.0,10.0,15.0,5.0,20.0,0.0,2.0,315.0,0,0,1,0,0,0
773,10,75,2014,2,1,55.0,47.0,38.0,39.0,36.0,34.0,85.0,68.0,51.0,30.19,30.14,30.1,10.0,10.0,10.0,13.0,4.0,30.0,0.0,0.0,332.0,0,0,1,0,0,0
774,3,75,2014,2,2,57.0,47.0,37.0,43.0,38.0,32.0,85.0,66.0,47.0,30.23,30.17,30.09,10.0,10.0,10.0,15.0,5.0,17.0,0.01,4.0,43.0,0,0,0,1,0,0
779,2,75,2014,2,3,56.0,52.0,47.0,49.0,46.0,44.0,93.0,82.0,71.0,30.06,29.98,29.91,10.0,10.0,7.0,21.0,8.0,28.0,0.53,8.0,131.0,0,0,0,1,0,0
784,3,75,2014,2,4,56.0,53.0,50.0,50.0,48.0,45.0,86.0,79.0,72.0,30.12,30.07,30.02,10.0,10.0,10.0,26.0,9.0,38.0,0.07,6.0,140.0,0,0,0,1,0,0
793,5,75,2014,2,6,67.0,63.0,59.0,54.0,53.0,52.0,78.0,71.0,63.0,30.18,30.14,30.11,10.0,10.0,9.0,16.0,7.0,22.0,0.03,7.0,156.0,0,0,0,1,0,1
798,7,75,2014,2,0,61.0,57.0,52.0,55.0,52.0,50.0,93.0,83.0,72.0,30.3,30.24,30.13,10.0,9.0,2.0,12.0,4.0,25.0,0.02,6.0,340.0,0,0,0,1,0,0
799,7,75,2014,2,1,60.0,55.0,49.0,52.0,49.0,46.0,100.0,81.0,62.0,30.27,30.24,30.19,10.0,7.0,0.0,12.0,3.0,15.0,0.0,4.0,328.0,1,0,0,0,0,0
808,5,75,2014,2,2,61.0,55.0,49.0,50.0,48.0,46.0,93.0,77.0,60.0,30.31,30.25,30.2,10.0,9.0,5.0,10.0,2.0,14.0,0.0,3.0,335.0,0,0,1,0,0,0
810,7,75,2014,2,3,70.0,60.0,49.0,56.0,51.0,46.0,100.0,82.0,63.0,30.25,30.18,30.12,10.0,8.0,0.0,12.0,3.0,26.0,0.0,3.0,351.0,1,0,0,0,0,0
814,10,75,2014,2,4,64.0,59.0,53.0,56.0,53.0,49.0,100.0,80.0,60.0,30.19,30.14,30.08,10.0,8.0,2.0,13.0,3.0,15.0,0.0,7.0,327.0,0,0,1,0,0,0
822,4,75,2014,2,5,64.0,57.0,50.0,52.0,50.0,47.0,93.0,78.0,63.0,30.07,30.04,30.0,10.0,10.0,10.0,16.0,3.0,21.0,0.01,2.0,132.0,0,0,0,1,0,1
826,6,75,2014,2,6,64.0,57.0,50.0,54.0,44.0,30.0,89.0,60.0,31.0,30.23,30.14,30.06,10.0,10.0,4.0,14.0,5.0,17.0,0.04,2.0,311.0,0,0,0,1,0,1
828,1,75,2014,2,0,62.0,52.0,42.0,46.0,42.0,37.0,82.0,65.0,47.0,30.21,30.17,30.12,10.0,10.0,10.0,20.0,4.0,22.0,0.0,0.0,334.0,0,0,1,0,0,0
835,5,75,2014,2,1,65.0,54.0,43.0,49.0,44.0,40.0,89.0,67.0,44.0,30.22,30.17,30.11,10.0,10.0,10.0,16.0,3.0,21.0,0.0,0.0,348.0,0,0,1,0,0,0
838,3,75,2014,2,2,65.0,58.0,50.0,52.0,46.0,42.0,93.0,69.0,44.0,30.23,30.17,30.13,10.0,10.0,4.0,17.0,7.0,20.0,0.01,3.0,315.0,0,0,0,1,0,0
843,3,75,2014,2,3,69.0,57.0,45.0,45.0,40.0,34.0,80.0,56.0,31.0,30.22,30.18,30.13,10.0,10.0,10.0,13.0,4.0,17.0,0.0,0.0,310.0,0,0,1,0,0,0
851,11,75,2014,2,4,73.0,58.0,43.0,47.0,42.0,37.0,76.0,53.0,29.0,30.14,30.07,30.0,10.0,10.0,10.0,12.0,3.0,14.0,0.0,0.0,342.0,0,0,1,0,0,0
856,4,75,2014,2,5,71.0,58.0,44.0,49.0,44.0,34.0,86.0,56.0,26.0,30.04,30.0,29.94,10.0,10.0,10.0,15.0,4.0,17.0,0.0,0.0,338.0,0,0,1,0,0,1
857,3,75,2014,2,6,68.0,59.0,49.0,49.0,47.0,45.0,93.0,69.0,45.0,30.05,30.01,29.96,10.0,9.0,7.0,13.0,3.0,16.0,0.0,3.0,337.0,0,0,1,0,0,1
864,10,75,2014,2,0,74.0,60.0,45.0,50.0,45.0,41.0,86.0,61.0,35.0,30.02,29.97,29.91,10.0,10.0,10.0,13.0,3.0,15.0,0.0,0.0,344.0,0,0,1,0,0,0
869,11,75,2014,2,1,64.0,56.0,47.0,49.0,47.0,43.0,86.0,71.0,56.0,30.01,29.96,29.92,10.0,9.0,7.0,14.0,5.0,28.0,0.0,2.0,44.0,0,0,1,0,0,0
872,6,75,2014,2,2,62.0,58.0,54.0,56.0,51.0,46.0,93.0,80.0,67.0,29.98,29.85,29.7,10.0,8.0,2.0,26.0,10.0,38.0,0.83,7.0,133.0,0,0,0,1,0,0
878,5,75,2014,2,3,66.0,60.0,54.0,51.0,47.0,44.0,83.0,66.0,48.0,29.92,29.8,29.52,10.0,10.0,8.0,22.0,8.0,32.0,0.02,3.0,153.0,0,0,0,1,0,0
881,7,75,2014,2,4,64.0,59.0,54.0,54.0,51.0,46.0,93.0,73.0,52.0,29.52,29.44,29.38,10.0,8.0,2.0,25.0,10.0,32.0,1.06,7.0,143.0,0,0,0,1,0,0
887,4,75,2014,3,5,68.0,62.0,55.0,54.0,52.0,50.0,82.0,70.0,56.0,29.78,29.64,29.51,20.0,13.0,10.0,21.0,12.0,25.0,0.0,6.0,148.0,0,0,0,1,0,1
890,1,75,2014,3,6,64.0,60.0,55.0,55.0,52.0,50.0,88.0,74.0,59.0,30.26,30.06,29.91,10.0,9.0,7.0,12.0,9.0,14.0,0.0,7.0,197.0,0,0,0,1,0,1
897,11,75,2014,3,0,62.0,56.0,50.0,55.0,52.0,48.0,94.0,81.0,63.0,30.14,30.1,30.07,15.0,13.0,10.0,9.0,6.0,12.0,0.0,7.0,139.0,0,0,0,1,0,0
899,9,75,2014,3,1,66.0,60.0,55.0,57.0,56.0,54.0,94.0,83.0,68.0,30.11,30.08,30.05,20.0,15.0,10.0,12.0,6.0,14.0,0.0,6.0,340.0,0,0,1,0,0,0
912,5,75,2014,3,3,66.0,60.0,55.0,55.0,53.0,50.0,94.0,75.0,60.0,30.19,30.16,30.11,10.0,9.0,7.0,14.0,7.0,17.0,0.0,4.0,338.0,0,0,1,0,0,0
916,8,75,2014,3,4,69.0,56.0,44.0,52.0,47.0,43.0,93.0,64.0,43.0,30.18,30.14,30.1,20.0,13.0,10.0,14.0,6.0,17.0,0.0,2.0,333.0,0,0,1,0,0,0
921,14,75,2014,3,5,75.0,60.0,46.0,54.0,50.0,45.0,93.0,64.0,34.0,30.19,30.16,30.12,15.0,12.0,10.0,12.0,6.0,14.0,0.0,5.0,341.0,0,0,1,0,0,1
925,5,75,2014,3,6,75.0,65.0,55.0,55.0,53.0,50.0,82.0,65.0,47.0,30.17,30.12,30.07,15.0,12.0,10.0,13.0,5.0,16.0,0.0,6.0,14.0,0,0,1,0,0,1
933,6,75,2014,3,0,69.0,63.0,57.0,54.0,50.0,48.0,82.0,62.0,46.0,30.24,30.19,30.15,20.0,17.0,10.0,17.0,11.0,22.0,0.0,4.0,326.0,0,0,0,1,0,0
936,10,75,2014,3,1,71.0,63.0,55.0,45.0,37.0,32.0,49.0,37.0,25.0,30.15,30.08,30.02,10.0,10.0,10.0,21.0,15.0,24.0,0.0,0.0,40.0,0,0,1,0,0,0
941,9,75,2014,3,2,77.0,67.0,57.0,46.0,42.0,36.0,52.0,37.0,26.0,30.09,30.04,29.99,10.0,10.0,10.0,17.0,12.0,22.0,0.0,0.0,41.0,0,0,1,0,0,0
946,5,75,2014,3,3,78.0,62.0,46.0,54.0,44.0,36.0,72.0,50.0,24.0,30.06,30.01,29.97,20.0,20.0,20.0,16.0,8.0,21.0,0.0,0.0,358.0,0,0,1,0,0,0
950,6,75,2014,3,4,69.0,58.0,46.0,54.0,51.0,45.0,93.0,72.0,49.0,30.19,30.17,30.12,20.0,15.0,10.0,12.0,7.0,14.0,0.0,2.0,2.0,0,0,1,0,0,0
957,10,75,2014,3,5,80.0,63.0,46.0,45.0,45.0,45.0,93.0,93.0,93.0,30.3,30.27,30.23,20.0,17.0,15.0,13.0,7.0,16.0,0.0,0.0,337.0,0,0,1,0,0,1
960,8,75,2014,3,6,73.0,60.0,46.0,57.0,50.0,43.0,93.0,66.0,44.0,30.31,30.25,30.18,15.0,15.0,15.0,21.0,8.0,24.0,0.0,1.0,347.0,0,0,1,0,0,1
968,8,75,2014,3,0,71.0,62.0,53.0,50.0,47.0,45.0,82.0,58.0,41.0,30.16,30.07,29.98,10.0,10.0,10.0,17.0,11.0,22.0,0.0,3.0,332.0,0,0,1,0,0,0
975,10,75,2014,3,2,75.0,58.0,41.0,45.0,41.0,37.0,87.0,47.0,29.0,30.09,30.04,30.01,10.0,10.0,10.0,13.0,5.0,16.0,0.0,3.0,336.0,0,0,1,0,0,0
983,4,75,2014,3,3,71.0,60.0,50.0,54.0,50.0,43.0,77.0,64.0,46.0,30.05,29.99,29.94,10.0,10.0,10.0,17.0,8.0,22.0,0.0,5.0,350.0,0,0,1,0,0,0
984,9,75,2014,3,4,78.0,60.0,42.0,52.0,49.0,39.0,88.0,68.0,24.0,30.01,29.97,29.94,15.0,10.0,10.0,16.0,7.0,23.0,0.0,1.0,3.0,0,0,1,0,0,0
990,7,75,2014,3,5,68.0,57.0,46.0,54.0,48.0,43.0,93.0,64.0,45.0,30.09,30.07,30.04,20.0,13.0,10.0,14.0,8.0,17.0,0.0,0.0,34.0,0,0,1,0,0,1
995,12,75,2014,3,6,66.0,60.0,53.0,54.0,50.0,46.0,82.0,70.0,56.0,30.18,30.14,30.09,20.0,12.0,7.0,12.0,6.0,14.0,0.0,3.0,352.0,0,0,1,0,0,1
998,5,75,2014,3,0,71.0,58.0,44.0,55.0,49.0,43.0,93.0,67.0,43.0,30.16,30.1,30.01,20.0,13.0,7.0,15.0,7.0,20.0,0.0,0.0,352.0,0,0,1,0,0,0
1003,10,75,2014,3,1,68.0,56.0,44.0,57.0,49.0,39.0,88.0,71.0,55.0,30.04,29.96,29.89,20.0,11.0,6.0,15.0,8.0,20.0,0.0,6.0,275.0,0,0,0,1,0,0
1008,6,75,2014,3,2,62.0,58.0,53.0,54.0,49.0,46.0,94.0,74.0,59.0,29.94,29.87,29.83,15.0,12.0,6.0,17.0,8.0,22.0,0.0,7.0,259.0,0,0,0,1,0,0
1015,9,75,2014,3,3,68.0,60.0,51.0,50.0,47.0,45.0,88.0,63.0,46.0,30.11,30.08,30.02,20.0,16.0,10.0,12.0,8.0,14.0,0.0,7.0,216.0,0,0,1,0,0,0
1019,7,75,2014,3,4,69.0,60.0,51.0,54.0,50.0,48.0,88.0,63.0,49.0,30.2,30.15,30.1,20.0,17.0,15.0,14.0,10.0,17.0,0.0,6.0,142.0,0,0,1,0,0,0
1023,1,75,2014,3,5,64.0,60.0,55.0,57.0,54.0,50.0,94.0,86.0,68.0,30.09,30.06,30.02,10.0,7.0,1.0,16.0,10.0,21.0,0.0,8.0,242.0,0,0,0,1,0,1
1028,7,75,2014,3,6,64.0,56.0,48.0,50.0,46.0,43.0,93.0,64.0,45.0,30.13,30.11,30.08,20.0,19.0,15.0,16.0,8.0,21.0,0.0,5.0,299.0,0,0,1,0,0,1
1031,4,75,2014,3,0,57.0,52.0,46.0,48.0,46.0,43.0,87.0,79.0,63.0,29.98,29.9,29.86,20.0,12.0,3.0,18.0,12.0,25.0,0.0,7.0,161.0,0,0,0,1,0,0
1037,3,75,2014,4,1,59.0,52.0,46.0,48.0,44.0,43.0,93.0,76.0,55.0,29.98,29.89,29.84,20.0,12.0,6.0,17.0,10.0,22.0,0.0,7.0,167.0,0,0,0,1,0,0
1042,8,75,2014,4,2,62.0,54.0,46.0,46.0,44.0,36.0,87.0,64.0,37.0,30.1,30.05,29.95,20.0,20.0,20.0,14.0,8.0,17.0,0.0,3.0,340.0,0,0,1,0,0,0
1046,5,75,2014,4,3,64.0,54.0,44.0,50.0,47.0,43.0,93.0,68.0,52.0,30.12,30.09,30.03,20.0,17.0,10.0,14.0,7.0,17.0,0.0,6.0,293.0,0,0,1,0,0,0
1051,2,75,2014,4,4,60.0,56.0,51.0,50.0,48.0,43.0,94.0,77.0,52.0,30.05,30.02,29.98,20.0,10.0,2.0,16.0,10.0,21.0,0.0,6.0,291.0,0,0,0,1,0,0
1058,5,75,2014,4,5,68.0,58.0,48.0,52.0,48.0,45.0,93.0,65.0,49.0,30.29,30.16,30.12,15.0,13.0,10.0,18.0,9.0,23.0,0.0,2.0,335.0,0,0,1,0,0,1
1061,7,75,2014,4,6,78.0,61.0,44.0,57.0,51.0,43.0,93.0,63.0,36.0,30.24,30.18,30.1,15.0,12.0,10.0,14.0,6.0,17.0,0.0,0.0,345.0,0,0,1,0,0,1
1068,9,75,2014,4,0,82.0,66.0,51.0,57.0,53.0,48.0,88.0,56.0,35.0,30.15,30.1,30.05,20.0,20.0,20.0,12.0,6.0,14.0,0.0,0.0,342.0,0,0,1,0,0,0
1070,10,75,2014,4,1,82.0,68.0,53.0,61.0,58.0,52.0,94.0,66.0,48.0,30.11,30.06,30.01,15.0,12.0,10.0,18.0,8.0,21.0,0.0,4.0,348.0,0,0,1,0,0,0
1076,12,75,2014,4,2,69.0,60.0,51.0,57.0,54.0,50.0,94.0,76.0,60.0,30.1,30.04,29.99,15.0,12.0,7.0,14.0,9.0,17.0,0.0,3.0,337.0,0,0,1,0,0,0
1080,5,75,2014,4,3,75.0,64.0,53.0,57.0,53.0,50.0,88.0,71.0,41.0,30.03,29.96,29.89,20.0,10.0,5.0,14.0,8.0,17.0,0.0,4.0,354.0,0,0,1,0,0,0
1084,13,75,2014,4,4,66.0,60.0,53.0,55.0,54.0,52.0,94.0,77.0,68.0,29.95,29.9,29.85,20.0,11.0,6.0,14.0,7.0,17.0,0.0,7.0,353.0,0,0,1,0,0,0
1093,1,75,2014,4,5,66.0,60.0,53.0,55.0,50.0,46.0,82.0,66.0,59.0,29.93,29.9,29.87,20.0,18.0,10.0,17.0,9.0,22.0,0.0,2.0,2.0,0,0,1,0,0,1
1095,11,75,2014,4,6,73.0,63.0,53.0,57.0,52.0,48.0,82.0,67.0,50.0,30.05,30.0,29.96,20.0,16.0,10.0,18.0,8.0,23.0,0.0,2.0,328.0,0,0,1,0,0,1
1099,6,75,2014,4,0,69.0,62.0,55.0,57.0,54.0,52.0,88.0,73.0,60.0,30.12,30.08,30.03,20.0,13.0,7.0,12.0,7.0,14.0,0.0,4.0,347.0,0,0,1,0,0,0
1105,10,75,2014,4,1,68.0,62.0,55.0,57.0,52.0,46.0,88.0,69.0,56.0,30.04,29.97,29.9,15.0,11.0,7.0,17.0,8.0,21.0,0.0,2.0,349.0,0,0,1,0,0,0
1110,19,75,2014,4,2,77.0,62.0,48.0,57.0,53.0,46.0,93.0,62.0,44.0,29.93,29.87,29.81,15.0,15.0,15.0,18.0,8.0,23.0,0.0,1.0,345.0,0,0,1,0,0,0
1117,6,75,2014,4,3,71.0,61.0,51.0,55.0,51.0,45.0,88.0,62.0,49.0,29.88,29.86,29.82,20.0,14.0,8.0,23.0,8.0,28.0,0.0,3.0,339.0,0,0,1,0,0,0
1120,9,75,2014,4,4,69.0,62.0,55.0,55.0,51.0,37.0,77.0,63.0,42.0,29.93,29.91,29.88,15.0,15.0,15.0,18.0,9.0,23.0,0.0,3.0,347.0,0,0,1,0,0,0
1127,3,75,2014,4,5,71.0,58.0,46.0,54.0,50.0,45.0,93.0,67.0,46.0,30.11,30.09,30.03,15.0,12.0,10.0,16.0,8.0,22.0,0.0,2.0,339.0,0,0,1,0,0,1
1130,13,75,2014,4,6,78.0,66.0,55.0,57.0,53.0,45.0,88.0,60.0,39.0,30.15,30.1,30.05,15.0,12.0,10.0,15.0,7.0,20.0,0.0,0.0,346.0,0,0,1,0,0,1
1136,6,75,2014,4,0,71.0,63.0,55.0,52.0,50.0,45.0,77.0,62.0,50.0,30.06,30.03,29.99,15.0,11.0,10.0,18.0,9.0,23.0,0.0,7.0,351.0,0,0,1,0,0,0
1138,9,75,2014,4,1,64.0,58.0,51.0,45.0,39.0,34.0,76.0,49.0,32.0,30.12,30.1,30.07,15.0,15.0,15.0,21.0,16.0,25.0,0.0,3.0,310.0,0,0,1,0,0,0
1146,9,75,2014,4,2,68.0,58.0,48.0,48.0,43.0,41.0,76.0,53.0,37.0,30.15,30.12,30.09,20.0,15.0,10.0,17.0,9.0,23.0,0.0,2.0,322.0,0,0,1,0,0,0
1149,8,75,2014,4,3,68.0,60.0,51.0,55.0,52.0,50.0,94.0,68.0,56.0,30.12,30.07,30.01,20.0,14.0,7.0,17.0,11.0,26.0,0.0,5.0,331.0,0,0,1,0,0,0
1153,2,75,2014,4,4,59.0,55.0,51.0,54.0,49.0,45.0,94.0,80.0,67.0,29.9,29.85,29.81,20.0,12.0,7.0,12.0,9.0,14.0,0.0,7.0,246.0,0,0,0,1,0,0
1161,8,75,2014,4,5,62.0,55.0,48.0,45.0,41.0,37.0,82.0,54.0,39.0,30.08,30.0,29.88,15.0,12.0,10.0,21.0,11.0,26.0,0.0,5.0,294.0,0,0,1,0,0,1
1164,5,75,2014,4,6,68.0,62.0,55.0,52.0,47.0,45.0,68.0,59.0,49.0,30.14,30.09,30.06,20.0,18.0,10.0,18.0,11.0,23.0,0.0,4.0,304.0,0,0,1,0,0,1
1170,6,75,2014,4,0,75.0,60.0,44.0,52.0,46.0,36.0,81.0,54.0,34.0,30.23,30.19,30.16,20.0,13.0,10.0,18.0,7.0,23.0,0.0,0.0,339.0,0,0,1,0,0,0
1177,11,75,2014,4,1,89.0,74.0,60.0,52.0,46.0,39.0,59.0,33.0,20.0,30.21,30.12,30.04,15.0,15.0,15.0,13.0,7.0,16.0,0.0,0.0,340.0,0,0,1,0,0,0
1180,16,75,2014,4,2,89.0,79.0,69.0,57.0,54.0,46.0,60.0,41.0,22.0,30.09,30.04,29.99,10.0,10.0,10.0,12.0,6.0,14.0,0.0,2.0,337.0,0,0,1,0,0,0
1195,9,75,2014,5,5,71.0,63.0,55.0,54.0,50.0,46.0,88.0,62.0,43.0,30.06,30.03,30.0,15.0,14.0,10.0,23.0,13.0,28.0,0.0,5.0,330.0,0,0,1,0,0,1
1203,11,75,2014,5,0,66.0,60.0,55.0,50.0,48.0,45.0,82.0,60.0,49.0,30.05,30.02,29.98,20.0,15.0,10.0,15.0,7.0,23.0,0.0,5.0,307.0,0,0,1,0,0,0
1208,8,75,2014,5,1,73.0,64.0,55.0,48.0,45.0,41.0,67.0,51.0,31.0,29.95,29.92,29.9,20.0,16.0,10.0,17.0,9.0,26.0,0.0,2.0,307.0,0,0,1,0,0,0
1213,13,75,2014,5,2,68.0,59.0,50.0,52.0,47.0,45.0,87.0,62.0,43.0,30.01,29.97,29.94,15.0,14.0,10.0,16.0,9.0,25.0,0.0,3.0,291.0,0,0,1,0,0,0
1219,7,75,2014,5,3,68.0,62.0,55.0,57.0,52.0,45.0,77.0,65.0,59.0,30.09,30.07,30.04,20.0,16.0,10.0,12.0,8.0,14.0,0.0,6.0,157.0,0,0,1,0,0,0
1223,14,75,2014,5,4,69.0,64.0,57.0,55.0,48.0,41.0,88.0,56.0,37.0,30.17,30.15,30.13,20.0,15.0,10.0,18.0,12.0,25.0,0.0,3.0,307.0,0,0,1,0,0,0
1230,8,75,2014,5,5,69.0,61.0,53.0,46.0,44.0,43.0,72.0,52.0,40.0,30.14,30.09,30.04,10.0,10.0,10.0,23.0,12.0,32.0,0.0,1.0,319.0,0,0,1,0,0,1
1241,6,75,2014,5,0,89.0,68.0,46.0,59.0,47.0,36.0,93.0,43.0,16.0,30.1,30.08,30.03,20.0,18.0,15.0,14.0,5.0,17.0,0.0,0.0,343.0,0,0,1,0,0,0
1249,11,75,2014,5,2,91.0,74.0,57.0,59.0,51.0,48.0,72.0,38.0,23.0,30.11,30.07,30.0,10.0,10.0,10.0,16.0,5.0,21.0,0.0,0.0,337.0,0,0,1,0,0,0
